epoch,train_loss,valid_loss,dice_score,time
0,0.997644,0.995276,0.005675,00:22
1,0.997054,0.992713,0.010538,00:21
2,0.994530,0.990133,0.015214,00:22
3,0.993587,0.986281,0.020738,00:21
4,0.990167,0.981318,0.027949,00:22
5,0.989326,0.977973,0.031203,00:22
6,0.987541,0.973032,0.038190,00:21
7,0.985390,0.969868,0.042401,00:22
8,0.980343,0.967460,0.046390,00:21
9,0.977989,0.962261,0.057184,00:22
10,0.977745,0.955301,0.070317,00:21
11,0.974234,0.946567,0.082989,00:21
12,0.970406,0.939676,0.091122,00:22
13,0.965891,0.934258,0.095561,00:22
14,0.961417,0.927176,0.104757,00:21
15,0.958427,0.930382,0.099172,00:22
16,0.952273,0.924118,0.106798,00:21
17,0.947877,0.926857,0.102920,00:22
18,0.949296,0.914404,0.130824,00:22
19,0.940177,0.906238,0.156124,00:22
20,0.940728,0.900506,0.147225,00:22
21,0.938746,0.912450,0.121462,00:22
22,0.933945,0.903741,0.134312,00:21
23,0.934533,0.901722,0.140453,00:22
24,0.925696,0.878156,0.189643,00:21
25,0.920587,0.881610,0.177299,00:21
26,0.916803,0.871569,0.192250,00:22
27,0.911230,0.869860,0.187866,00:22
28,0.904797,0.864938,0.218760,00:22
29,0.904662,0.863284,0.194447,00:23
30,0.898969,0.834166,0.246659,00:22
31,0.892455,0.823511,0.256345,00:22
32,0.890163,0.858522,0.199930,00:22
33,0.885476,0.831419,0.250802,00:22
34,0.878306,0.809206,0.314521,00:22
35,0.874590,0.805572,0.291110,00:22
36,0.865252,0.809597,0.266479,00:22
37,0.854488,0.786523,0.302102,00:22
38,0.851943,0.791130,0.336941,00:21
39,0.844848,0.791205,0.350866,00:22
40,0.840046,0.778759,0.347809,00:22
41,0.826545,0.776994,0.333817,00:22
42,0.829773,0.772404,0.335702,00:22
43,0.821401,0.764064,0.347798,00:22
44,0.813957,0.758403,0.359052,00:22
45,0.810293,0.754977,0.362959,00:21
46,0.809857,0.752998,0.361768,00:22
47,0.799669,0.752119,0.361702,00:21
48,0.792880,0.751782,0.361806,00:22
49,0.789525,0.751721,0.361862,00:21
